Auctioneer,Phone,E-mail,District,Region,Latitude,Longitude,Title of auction,Beginning_on,Beginning_at,Category,Subcategory,Auction_code,Estimated_price,Reserve_price,Link
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX45546/16-67,4860,1620,https://www.portaldrazeb.cz/drazba/203ex45546-16-67-aqak5
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX11616/19-33,5400,1800,https://www.portaldrazeb.cz/drazba/203ex11616-19-33-2x3j3
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX04926/19-82,2100,700,https://www.portaldrazeb.cz/drazba/203ex04926-19-82-qbnjd
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX07015/19-22,2880,960,https://www.portaldrazeb.cz/drazba/203ex07015-19-22-1lmjn
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,MERCEDES-BENZ VITO 114 CDI L TOURER PRO,2021-09-17,06:00,Movitosti,-,3EX02301/21-19,420000,140000,https://www.portaldrazeb.cz/drazba/203ex02301-21-19-kdexk
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,vozidlo RZ 2C66288,2021-09-17,06:00,Movitosti,-,3EX24188/20-48,21000,7000,https://www.portaldrazeb.cz/drazba/203ex24188-20-48-xjzwq
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,VOZIDLO RZ 7U52801,2021-09-17,06:00,Movitosti,-,3EX14000/15-77,90000,30000,https://www.portaldrazeb.cz/drazba/203ex14000-15-77-73ve8
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,ŠKODA OCTAVIA 1Z,2021-09-17,06:00,Movitosti,-,3EX02097/21-27,60000,20000,https://www.portaldrazeb.cz/drazba/203ex02097-21-27-jl54z
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX07066/21-28,34200,11400,https://www.portaldrazeb.cz/drazba/203ex07066-21-28-dlq3x
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX00121/18-35,2700,900,https://www.portaldrazeb.cz/drazba/203ex00121-18-35-pdrq9
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,pc sestava,2021-09-17,06:00,Movitosti,-,3EX24058/15-53,900,300,https://www.portaldrazeb.cz/drazba/203ex24058-15-53-mg5kp
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX22446/20-76,1800,600,https://www.portaldrazeb.cz/drazba/203ex22446-20-76-w8x9z
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,lcd televize,2021-09-17,06:00,Movitosti,-,3EX40674/13-61,1500,500,https://www.portaldrazeb.cz/drazba/203ex40674-13-61-jl5dr
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX50231/14-39,1350,450,https://www.portaldrazeb.cz/drazba/203ex50231-14-39-rbz1g
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX61069/12-70,3900,1300,https://www.portaldrazeb.cz/drazba/203ex61069-12-70-yo7yq
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,kytara,2021-09-17,06:00,Movitosti,-,3EX45386/19-40,900,300,https://www.portaldrazeb.cz/drazba/203ex45386-19-40-a9krw
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX06718/19-46,2400,800,https://www.portaldrazeb.cz/drazba/203ex06718-19-46-w8xar
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,EX63988/14-127,930,310,https://www.portaldrazeb.cz/drazba/203ex63988-14-127-95q9j
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX05431/15-31,10050,3350,https://www.portaldrazeb.cz/drazba/203ex05431-15-31-45xov
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,nootebook poškozený,2021-09-17,06:00,Movitosti,-,3EX11075/20-42,3000,1000,https://www.portaldrazeb.cz/drazba/203ex11075-20-42-nqe51
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX26922/20-41,6300,2100,https://www.portaldrazeb.cz/drazba/203ex26922-20-41-kde5r
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX43646/19-32,4650,1550,https://www.portaldrazeb.cz/drazba/203ex43646-19-32-53z9l
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX02952/20-41,1050,350,https://www.portaldrazeb.cz/drazba/203ex02952-20-41-lgwbj
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX07371/20-52,57000,19000,https://www.portaldrazeb.cz/drazba/203ex07371-20-52-dqkzj
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,MERCEDES-BENZ VITO 114 CDI L TOURER PRO,2021-09-17,06:00,Movitosti,-,3EX02301/21-19,420000,140000,https://www.portaldrazeb.cz/drazba/203ex02301-21-19-kdexk
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,vozidlo RZ 2C66288,2021-09-17,06:00,Movitosti,-,3EX24188/20-48,21000,7000,https://www.portaldrazeb.cz/drazba/203ex24188-20-48-xjzwq
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,VOZIDLO RZ 7U52801,2021-09-17,06:00,Movitosti,-,3EX14000/15-77,90000,30000,https://www.portaldrazeb.cz/drazba/203ex14000-15-77-73ve8
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,ŠKODA OCTAVIA 1Z,2021-09-17,06:00,Movitosti,-,3EX02097/21-27,60000,20000,https://www.portaldrazeb.cz/drazba/203ex02097-21-27-jl54z
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX07066/21-28,34200,11400,https://www.portaldrazeb.cz/drazba/203ex07066-21-28-dlq3x
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX00121/18-35,2700,900,https://www.portaldrazeb.cz/drazba/203ex00121-18-35-pdrq9
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,pc sestava,2021-09-17,06:00,Movitosti,-,3EX24058/15-53,900,300,https://www.portaldrazeb.cz/drazba/203ex24058-15-53-mg5kp
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX22446/20-76,1800,600,https://www.portaldrazeb.cz/drazba/203ex22446-20-76-w8x9z
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,lcd televize,2021-09-17,06:00,Movitosti,-,3EX40674/13-61,1500,500,https://www.portaldrazeb.cz/drazba/203ex40674-13-61-jl5dr
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX50231/14-39,1350,450,https://www.portaldrazeb.cz/drazba/203ex50231-14-39-rbz1g
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX61069/12-70,3900,1300,https://www.portaldrazeb.cz/drazba/203ex61069-12-70-yo7yq
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,kytara,2021-09-17,06:00,Movitosti,-,3EX45386/19-40,900,300,https://www.portaldrazeb.cz/drazba/203ex45386-19-40-a9krw
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX06718/19-46,2400,800,https://www.portaldrazeb.cz/drazba/203ex06718-19-46-w8xar
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,EX63988/14-127,930,310,https://www.portaldrazeb.cz/drazba/203ex63988-14-127-95q9j
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX05431/15-31,10050,3350,https://www.portaldrazeb.cz/drazba/203ex05431-15-31-45xov
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,nootebook poškozený,2021-09-17,06:00,Movitosti,-,3EX11075/20-42,3000,1000,https://www.portaldrazeb.cz/drazba/203ex11075-20-42-nqe51
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX26922/20-41,6300,2100,https://www.portaldrazeb.cz/drazba/203ex26922-20-41-kde5r
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX43646/19-32,4650,1550,https://www.portaldrazeb.cz/drazba/203ex43646-19-32-53z9l
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX02952/20-41,1050,350,https://www.portaldrazeb.cz/drazba/203ex02952-20-41-lgwbj
Jícha Lukáš,588003999,urad@eujicha.cz,Neuvedeno,-,,,Soubor movitých věcí (draženo jednotlivě),2021-09-17,06:00,Movitosti,-,3EX07371/20-52,57000,19000,https://www.portaldrazeb.cz/drazba/203ex07371-20-52-dqkzj
Urban Karel,545215006,urad@exekutorurban.cz,Brno-město,Jihomoravský kraj,"49.226064,",,Dražba chaty v Brně - Bystrci,2021-09-21,07:00,Nemovitosti,Rekreační objekt,7EX2865/10-128,330000,22000,https://www.portaldrazeb.cz/drazba/097ex2865-10-128-ek77r
Peroutka Jan,474335579,info@exekucecv.cz,Prachatice,Jihočeský kraj,49.1021456,13.6978111,Zemědělské pozemky v Branišově u Zdíkovce,2021-09-21,08:00,Nemovitosti,-,35EX516/21-104,123000,82000,https://www.portaldrazeb.cz/drazba/135ex516-21-104-a9kqw
Smola Erik,608887350,info@exe-strakonice.cz,Brno-město,Jihomoravský kraj,49.2297178,16.5670066,Rekreační chata v Brně-Královo Pole,2021-09-21,08:00,Nemovitosti,Rekreační objekt,r212DD13/21,350000,50000,https://www.portaldrazeb.cz/drazba/212dd13-21-a9kya
Mlynarčík Jan,483704320,podatelna@exuradjablonec.cz,Praha,Hlavní město Praha,,,Dražba osobního automobilu tovární značky Porsche Panamera 4S (první registrace 2011),2021-09-21,08:00,Movitosti,Auto-moto,154DD121/01-3,829455,414728,https://www.portaldrazeb.cz/drazba/154dd121-01-3-lgopd
Pazderka Stanislav,382210825,exekutor@exekucepisek.cz,Písek,Jihočeský kraj,,,Starožitnosti,2021-09-21,08:00,Movitosti,Starožitnosti a umění,117EX37/02-22,12000,8000,https://www.portaldrazeb.cz/drazba/117ex37-02-22-xjzqq
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Karviná,Moravskoslezský kraj,49.7969003,18.4166796,Podíl 1/6 orné půdy - Šumbark okres Karviná,2021-09-21,08:00,Nemovitosti,Pozemek,225EX1885/07,156000,104000,https://www.portaldrazeb.cz/drazba/225ex1885-07-45xvb
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Karviná,Moravskoslezský kraj,49.8540031,18.5416898,Podíl 1/2 garáže - Karviná,2021-09-21,08:00,Nemovitosti,-,225EX5047/11,33000,22000,https://www.portaldrazeb.cz/drazba/225ex5047-11-nqezy
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Opava,Moravskoslezský kraj,49.9441952,17.9094711,Podíl 94/1000 zahrada Kateřinky okr. Opava,2021-09-21,08:00,Nemovitosti,Pozemek,225EX7284/14,24000,16000,https://www.portaldrazeb.cz/drazba/225ex7284-14-kdel4
Bednář Richard,272101211,info@exekuce.com,Tachov,Plzeňský kraj,49.9268686,12.8383193,"Dražba pozemků v obci Chudová Planá, okres Tachov",2021-09-21,08:00,Nemovitosti,Pozemek,003DD131/21,172000,172000,https://www.portaldrazeb.cz/drazba/003dd131-21-jl5la
Bednář Richard,272101211,info@exekuce.com,Neuvedeno,-,,,"Dražba spoluvlastnického podílu o velikosti 1/2 na pozemcích v obci Liběchov, okres Mělník",2021-09-21,08:00,Nemovitosti,Pozemek,003DD132/21,333000,333000,https://www.portaldrazeb.cz/drazba/003dd132-21-yo7or
"Kubena, Martin,",605495881,info@exekutorkubena.cz,Praha,Hlavní město Praha,50.0069452,14.4545167,Automobil VOLKSWAGEN TOUAREG,2021-09-21,08:00,Movitosti,Auto-moto,227DD02/21-2,363000,363000,https://www.portaldrazeb.cz/drazba/227dd02-21-2-yo7nd
Bednář Richard,272101211,info@exekuce.com,Nový Jičín,Moravskoslezský kraj,49.7483576,18.0070589,"Dražby pozemků v obci Bílovec, okres Nový Jičín",2021-09-21,08:00,Nemovitosti,Pozemek,003DD133/21,140000,140000,https://www.portaldrazeb.cz/drazba/003dd133-21-jl5l0
Bednář Richard,272101211,info@exekuce.com,Karviná,Moravskoslezský kraj,"49.819136,",,"Dražba pozemků v obci Stonava, okres Karviná",2021-09-21,08:00,Nemovitosti,Pozemek,003DD134/21,25000,25000,https://www.portaldrazeb.cz/drazba/003dd134-21-a9k9n
Bednář Richard,272101211,info@exekuce.com,Svitavy,Pardubický kraj,49.7432493,16.6141432,Dražba pozemků v obci Moravská Třebová,2021-09-21,08:00,Nemovitosti,Pozemek,003DD135/21,47000,47000,https://www.portaldrazeb.cz/drazba/003dd135-21-2x3xk
Bednář Richard,272101211,info@exekuce.com,Šumperk,Olomoucký kraj,49.9556833,16.9650051,"Dražba pozemků v obci Šumperk, okres Šumperk",2021-09-21,08:00,Nemovitosti,Pozemek,003DD136/21,45000,45000,https://www.portaldrazeb.cz/drazba/003dd136-21-ekg88
Micka Petr,734836345,micka@exekutorcr.cz,Ústí nad Labem,Ústecký kraj,50.0763558,14.4734914,"Pozemek - podíl id. 1/2 - obec Telnice, okr. Ústí nad Labem",2021-09-21,08:00,Nemovitosti,Pozemek,8EX03681/18-58,933600,622400,https://www.portaldrazeb.cz/drazba/168ex03681-18-58-95l4x
Slavíček Tomáš,734112266,info@eulouny.cz,Karlovy Vary,Karlovarský kraj,,,bytová jednotka v Karlových Varech,2021-09-21,08:00,Nemovitosti,Byt,8EX3242/19-112,5530000,3686666,https://www.portaldrazeb.cz/drazba/208ex3242-19-112-a9kpb
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Šumperk,Olomoucký kraj,"49.935063,",,Zemědělská půda + park Třemešek - Dolní Studénky - OPAKOVANÁ,2021-09-21,08:00,Nemovitosti,Pozemek,225DD23/00-2,6997400,3498700,https://www.portaldrazeb.cz/drazba/225dd23-00-2-a9kpn
Sárová Marie,567310211,urad@exekucejihlava.cz,Litoměřice,Ústecký kraj,,,Dražba ideální 1/2 bytu v Lovosicích,2021-09-21,08:00,Nemovitosti,Byt,79EX383/20-065,860000,573334,https://www.portaldrazeb.cz/drazba/079ex383-20-065-dlzd8
"Kozlová Lenka,",377331120,info@eupj.cz,Neuvedeno,-,,,"Automobil Ford Tranzit, RZ: 6P1 0632, rok výroby 2001",2021-09-21,08:00,Movitosti,Auto-moto,190DD3/20-11,3100,775,https://www.portaldrazeb.cz/drazba/190dd3-20-11-a9kpn
Peroutka Jan,474335579,info@exekucecv.cz,Prachatice,Jihočeský kraj,49.1021456,13.6978111,Zemědělské pozemky v Branišově u Zdíkovce,2021-09-21,08:00,Nemovitosti,-,35EX516/21-104,123000,82000,https://www.portaldrazeb.cz/drazba/135ex516-21-104-a9kqw
Pazderka Stanislav,382210825,exekutor@exekucepisek.cz,Písek,Jihočeský kraj,,,Starožitnosti,2021-09-21,08:00,Movitosti,Starožitnosti a umění,117EX37/02-22,12000,8000,https://www.portaldrazeb.cz/drazba/117ex37-02-22-xjzqq
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Opava,Moravskoslezský kraj,49.9046163,18.0295367,"Stavba bez č.p. a podíly pozemků (orná půda, vodní plocha, ostatní plocha, trvalý travní porost) - Mokré Lazce",2021-09-21,08:00,Nemovitosti,-,225EX1923/15-1,2383900,1589267,https://www.portaldrazeb.cz/drazba/225ex1923-15-1-pdrnx
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Karviná,Moravskoslezský kraj,49.7969003,18.4166796,Podíl 1/6 orné půdy - Šumbark okres Karviná,2021-09-21,08:00,Nemovitosti,Pozemek,225EX1885/07,156000,104000,https://www.portaldrazeb.cz/drazba/225ex1885-07-45xvb
Bednář Richard,272101211,info@exekuce.com,Teplice,Ústecký kraj,50.6715357,13.866719},"Dražba pozemků v obci Krupka, okres Teplice",2021-09-21,08:00,Nemovitosti,Pozemek,003DD127/21,975000,975000,https://www.portaldrazeb.cz/drazba/003dd127-21-dlqlk
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Karviná,Moravskoslezský kraj,49.8540031,18.5416898,Podíl 1/2 garáže - Karviná,2021-09-21,08:00,Nemovitosti,-,225EX5047/11,33000,22000,https://www.portaldrazeb.cz/drazba/225ex5047-11-nqezy
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Opava,Moravskoslezský kraj,49.9441952,17.9094711,Podíl 94/1000 zahrada Kateřinky okr. Opava,2021-09-21,08:00,Nemovitosti,Pozemek,225EX7284/14,24000,16000,https://www.portaldrazeb.cz/drazba/225ex7284-14-kdel4
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Vsetín,Zlínský kraj,49.4582729,17.7877441,Ovocný sad - Babice u Kelče,2021-09-21,08:00,Nemovitosti,Pozemek,225EX3623/19-3,1440000,576000,https://www.portaldrazeb.cz/drazba/225ex3623-19-3-73vrv
"Kubena, Martin,",605495881,info@exekutorkubena.cz,Praha,Hlavní město Praha,50.0069452,14.4545167,Automobil VOLKSWAGEN TOUAREG,2021-09-21,08:00,Movitosti,Auto-moto,227DD02/21-2,363000,363000,https://www.portaldrazeb.cz/drazba/227dd02-21-2-yo7nd
Micka Petr,734836345,micka@exekutorcr.cz,Ústí nad Labem,Ústecký kraj,50.0763558,14.4734914,"Pozemek - podíl id. 1/2 - obec Telnice, okr. Ústí nad Labem",2021-09-21,08:00,Nemovitosti,Pozemek,8EX03681/18-58,933600,622400,https://www.portaldrazeb.cz/drazba/168ex03681-18-58-95l4x
Nevěřilová Pavla,583301455,podatelna@exekutor-sumperk.cz,Šumperk,Olomoucký kraj,"49.935063,",,Zemědělská půda + park Třemešek - Dolní Studénky - OPAKOVANÁ,2021-09-21,08:00,Nemovitosti,Pozemek,225DD23/00-2,6997400,3498700,https://www.portaldrazeb.cz/drazba/225dd23-00-2-a9kpn
Sárová Marie,567310211,urad@exekucejihlava.cz,Litoměřice,Ústecký kraj,,,Dražba ideální 1/2 bytu v Lovosicích,2021-09-21,08:00,Nemovitosti,Byt,79EX383/20-065,860000,573334,https://www.portaldrazeb.cz/drazba/079ex383-20-065-dlzd8
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Řetízek,2021-09-21,09:00,Movitosti,-,EX31743/16-180,7200,2400,https://www.portaldrazeb.cz/drazba/067ex31743-16-180-73vpe
Smola Erik,608887350,info@exe-strakonice.cz,Rychnov nad Kněžnou,Královéhradecký kraj,50.1710975,16.0108819,Rodinná rekreace (chata) v obci Týniště nad Orlicí,2021-09-21,09:00,Nemovitosti,Rekreační objekt,r212DD14/21,2000000,1500000,https://www.portaldrazeb.cz/drazba/212dd14-21-73vl8
Svoboda Jan,585750843,podatelna@exekutor-svoboda.cz,Olomouc,Olomoucký kraj,,,"Rodinný dům, Hrabí - dražební rok",2021-09-21,09:00,Nemovitosti,Rodinný dům,4EX3082/19-230,900000,600000,https://www.portaldrazeb.cz/drazba/164ex3082-19-230-1lmam
Blažková Alena,542220200,podatelna@exekutorblazkova.cz,Zlín,Zlínský kraj,"49.13805,""",,"Dražba spoluvl. podílu pozemku, město Valašské Klobouky",2021-09-21,09:00,Nemovitosti,-,6EX1029/07-367,18000,12000,https://www.portaldrazeb.cz/drazba/006ex1029-07-367-dlzyp
Suchánek Michal,266032031,suchanek@exekucepraha.cz,Praha,Hlavní město Praha,50.0763558,14.4734914,Dražba pozemku v Železné Rudě,2021-09-21,09:00,Nemovitosti,Pozemek,EX04034/10-504,96000,64000,https://www.portaldrazeb.cz/drazba/220ex04034-10-504-mgoze
"Kozlová Lenka,",377331120,info@eupj.cz,Neuvedeno,-,,,soubor movitých věcí,2021-09-21,09:00,Movitosti,Elektronika,190EX27/15-183,15900,5300,https://www.portaldrazeb.cz/drazba/190ex27-15-183-2x32p
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Řetízek,2021-09-21,09:03,Movitosti,-,067EX59/19-73,1200,400,https://www.portaldrazeb.cz/drazba/067ex59-19-73-jl57a
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,3 x bílý kov,2021-09-21,09:06,Movitosti,-,7EX11929/19-70,9,3,https://www.portaldrazeb.cz/drazba/067ex11929-19-70-rbzmx
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:09,Movitosti,-,7EX19362/15-80,2950,984,https://www.portaldrazeb.cz/drazba/067ex19362-15-80-yo7dk
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:12,Movitosti,-,7EX4528/07-152,1380,460,https://www.portaldrazeb.cz/drazba/067ex4528-07-152-lgw4k
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:15,Movitosti,-,7EX16348/17-98,3000,1000,https://www.portaldrazeb.cz/drazba/067ex16348-17-98-dlqqx
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:18,Movitosti,-,7EX18756/19-57,3600,1200,https://www.portaldrazeb.cz/drazba/067ex18756-19-57-95q1g
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:21,Movitosti,-,7EX1518/17-111,1950,650,https://www.portaldrazeb.cz/drazba/067ex1518-17-111-lgwqb
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:24,Movitosti,-,67EX3112/18-85,4500,1500,https://www.portaldrazeb.cz/drazba/067ex3112-18-85-dqkyl
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:27,Movitosti,-,67EX2163/20-50,1350,450,https://www.portaldrazeb.cz/drazba/067ex2163-20-50-mg5re
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Vrtačka,2021-09-21,09:30,Movitosti,-,7EX12262/18-93,300,100,https://www.portaldrazeb.cz/drazba/067ex12262-18-93-w8xmn
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:33,Movitosti,-,67EX896/03-266,6,2,https://www.portaldrazeb.cz/drazba/067ex896-03-266-dlqe8
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Stopky,2021-09-21,09:36,Movitosti,-,X260388/09-143,150,50,https://www.portaldrazeb.cz/drazba/067ex260388-09-143-pdrvn
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Soubor movitých věcí,2021-09-21,09:39,Movitosti,-,7EX18255/20-44,1800,600,https://www.portaldrazeb.cz/drazba/067ex18255-20-44-w8xjn
Podkonický Juraj,255702060,e-podatelna@exekuce.eu,Rokycany,Plzeňský kraj,,,Tv,2021-09-21,09:42,Movitosti,-,067EX898/17-64,2700,900,https://www.portaldrazeb.cz/drazba/067ex898-17-64-ekgeq
